antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'muscle_weakness'}),frozenset({'vertigo'}),0.9,0.95,0.85,0.9444444444444444,0.9941520467836258,1.0,-0.0050000000000000044,0.9000000000000004,-0.055555555555555615,0.85,-0.11111111111111062,0.9195906432748537
"frozenset({'vertigo', 'dizziness'})",frozenset({'neck_pain'}),0.9,0.95,0.85,0.9444444444444444,0.9941520467836258,1.0,-0.0050000000000000044,0.9000000000000004,-0.055555555555555615,0.85,-0.11111111111111062,0.9195906432748537
"frozenset({'vertigo', 'neck_pain'})",frozenset({'dizziness'}),0.9,0.95,0.85,0.9444444444444444,0.9941520467836258,1.0,-0.0050000000000000044,0.9000000000000004,-0.055555555555555615,0.85,-0.11111111111111062,0.9195906432748537
"frozenset({'dizziness', 'neck_pain'})",frozenset({'vertigo'}),0.9,0.95,0.85,0.9444444444444444,0.9941520467836258,1.0,-0.0050000000000000044,0.9000000000000004,-0.055555555555555615,0.85,-0.11111111111111062,0.9195906432748537
frozenset({'dizziness'}),frozenset({'back_pain'}),0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'neck_pain'}),frozenset({'back_pain'}),0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'vertigo'}),frozenset({'back_pain'}),0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'dizziness'}),frozenset({'muscle_weakness'}),0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'neck_pain'}),frozenset({'muscle_weakness'}),0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'vertigo'}),frozenset({'muscle_weakness'}),0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'vertigo'}),"frozenset({'dizziness', 'neck_pain'})",0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'dizziness'}),"frozenset({'vertigo', 'neck_pain'})",0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
frozenset({'neck_pain'}),"frozenset({'vertigo', 'dizziness'})",0.95,0.9,0.85,0.8947368421052632,0.9941520467836257,1.0,-0.0050000000000000044,0.9499999999999998,-0.10526315789473684,0.85,-0.0526315789473686,0.9195906432748537
"frozenset({'dizziness', 'back_pain'})",frozenset({'neck_pain'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'back_pain', 'neck_pain'})",frozenset({'dizziness'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'vertigo', 'back_pain'})",frozenset({'dizziness'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'dizziness', 'back_pain'})",frozenset({'vertigo'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'vertigo', 'back_pain'})",frozenset({'neck_pain'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'back_pain', 'neck_pain'})",frozenset({'vertigo'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'dizziness', 'muscle_weakness'})",frozenset({'neck_pain'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'muscle_weakness', 'neck_pain'})",frozenset({'dizziness'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'vertigo', 'muscle_weakness'})",frozenset({'dizziness'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'dizziness', 'muscle_weakness'})",frozenset({'vertigo'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'vertigo', 'muscle_weakness'})",frozenset({'neck_pain'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
"frozenset({'muscle_weakness', 'neck_pain'})",frozenset({'vertigo'}),0.85,0.95,0.8,0.9411764705882354,0.9907120743034057,1.0,-0.007499999999999951,0.8500000000000022,-0.05882352941176436,0.8000000000000003,-0.1764705882352911,0.8916408668730651
frozenset({'dizziness'}),"frozenset({'back_pain', 'neck_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'neck_pain'}),"frozenset({'dizziness', 'back_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'vertigo'}),"frozenset({'dizziness', 'back_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'dizziness'}),"frozenset({'vertigo', 'back_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'vertigo'}),"frozenset({'back_pain', 'neck_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'neck_pain'}),"frozenset({'vertigo', 'back_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'dizziness'}),"frozenset({'muscle_weakness', 'neck_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'neck_pain'}),"frozenset({'dizziness', 'muscle_weakness'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'vertigo'}),"frozenset({'dizziness', 'muscle_weakness'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'dizziness'}),"frozenset({'vertigo', 'muscle_weakness'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'vertigo'}),"frozenset({'muscle_weakness', 'neck_pain'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'neck_pain'}),"frozenset({'vertigo', 'muscle_weakness'})",0.95,0.85,0.8,0.8421052631578948,0.9907120743034057,1.0,-0.007499999999999951,0.9500000000000005,-0.15789473684210448,0.8000000000000003,-0.052631578947367835,0.8916408668730651
frozenset({'back_pain'}),frozenset({'muscle_weakness'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'muscle_weakness'}),frozenset({'back_pain'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'dizziness', 'neck_pain'})",frozenset({'back_pain'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'back_pain'}),"frozenset({'dizziness', 'neck_pain'})",0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'vertigo', 'dizziness'})",frozenset({'back_pain'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'back_pain'}),"frozenset({'vertigo', 'dizziness'})",0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'vertigo', 'neck_pain'})",frozenset({'back_pain'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'back_pain'}),"frozenset({'vertigo', 'neck_pain'})",0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'dizziness', 'neck_pain'})",frozenset({'muscle_weakness'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'muscle_weakness'}),"frozenset({'dizziness', 'neck_pain'})",0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'vertigo', 'dizziness'})",frozenset({'muscle_weakness'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'muscle_weakness'}),"frozenset({'vertigo', 'dizziness'})",0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'vertigo', 'neck_pain'})",frozenset({'muscle_weakness'}),0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
frozenset({'muscle_weakness'}),"frozenset({'vertigo', 'neck_pain'})",0.9,0.9,0.8,0.888888888888889,0.9876543209876544,1.0,-0.010000000000000009,0.9000000000000004,-0.11111111111111123,0.8,-0.11111111111111074,0.888888888888889
"frozenset({'muscle_weakness', 'back_pain'})",frozenset({'dizziness'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'muscle_weakness', 'back_pain'})",frozenset({'neck_pain'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'muscle_weakness', 'back_pain'})",frozenset({'vertigo'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'vertigo', 'dizziness', 'back_pain'})",frozenset({'neck_pain'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'vertigo', 'back_pain', 'neck_pain'})",frozenset({'dizziness'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'dizziness', 'back_pain', 'neck_pain'})",frozenset({'vertigo'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'vertigo', 'dizziness', 'muscle_weakness'})",frozenset({'neck_pain'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'vertigo', 'muscle_weakness', 'neck_pain'})",frozenset({'dizziness'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
"frozenset({'dizziness', 'muscle_weakness', 'neck_pain'})",frozenset({'vertigo'}),0.8,0.95,0.75,0.9375,0.986842105263158,1.0,-0.010000000000000009,0.8000000000000007,-0.06250000000000007,0.75,-0.2499999999999989,0.8634868421052632
frozenset({'dizziness'}),"frozenset({'muscle_weakness', 'back_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'neck_pain'}),"frozenset({'muscle_weakness', 'back_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'vertigo'}),"frozenset({'muscle_weakness', 'back_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'vertigo'}),"frozenset({'dizziness', 'back_pain', 'neck_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'dizziness'}),"frozenset({'vertigo', 'back_pain', 'neck_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'neck_pain'}),"frozenset({'vertigo', 'dizziness', 'back_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'vertigo'}),"frozenset({'dizziness', 'muscle_weakness', 'neck_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'dizziness'}),"frozenset({'vertigo', 'muscle_weakness', 'neck_pain'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
frozenset({'neck_pain'}),"frozenset({'vertigo', 'dizziness', 'muscle_weakness'})",0.95,0.8,0.75,0.7894736842105263,0.9868421052631579,1.0,-0.010000000000000009,0.9499999999999998,-0.21052631578947367,0.75,-0.0526315789473686,0.8634868421052632
"frozenset({'muscle_weakness', 'dizziness', 'back_pain'})",frozenset({'neck_pain'}),0.75,0.95,0.7,0.9333333333333332,0.9824561403508771,1.0,-0.012499999999999956,0.7499999999999996,-0.06666666666666643,0.7,-0.3333333333333341,0.8350877192982455
"frozenset({'muscle_weakness', 'back_pain', 'neck_pain'})",frozenset({'dizziness'}),0.75,0.95,0.7,0.9333333333333332,0.9824561403508771,1.0,-0.012499999999999956,0.7499999999999996,-0.06666666666666643,0.7,-0.3333333333333341,0.8350877192982455
"frozenset({'muscle_weakness', 'vertigo', 'back_pain'})",frozenset({'dizziness'}),0.75,0.95,0.7,0.9333333333333332,0.9824561403508771,1.0,-0.012499999999999956,0.7499999999999996,-0.06666666666666643,0.7,-0.3333333333333341,0.8350877192982455
"frozenset({'muscle_weakness', 'dizziness', 'back_pain'})",frozenset({'vertigo'}),0.75,0.95,0.7,0.9333333333333332,0.9824561403508771,1.0,-0.012499999999999956,0.7499999999999996,-0.06666666666666643,0.7,-0.3333333333333341,0.8350877192982455
"frozenset({'muscle_weakness', 'vertigo', 'back_pain'})",frozenset({'neck_pain'}),0.75,0.95,0.7,0.9333333333333332,0.9824561403508771,1.0,-0.012499999999999956,0.7499999999999996,-0.06666666666666643,0.7,-0.3333333333333341,0.8350877192982455
"frozenset({'muscle_weakness', 'back_pain', 'neck_pain'})",frozenset({'vertigo'}),0.75,0.95,0.7,0.9333333333333332,0.9824561403508771,1.0,-0.012499999999999956,0.7499999999999996,-0.06666666666666643,0.7,-0.3333333333333341,0.8350877192982455
frozenset({'dizziness'}),"frozenset({'muscle_weakness', 'back_pain', 'neck_pain'})",0.95,0.75,0.7,0.7368421052631579,0.9824561403508771,1.0,-0.012499999999999956,0.9499999999999998,-0.2631578947368409,0.7,-0.052631578947368585,0.8350877192982455
frozenset({'neck_pain'}),"frozenset({'muscle_weakness', 'dizziness', 'back_pain'})",0.95,0.75,0.7,0.7368421052631579,0.9824561403508771,1.0,-0.012499999999999956,0.9499999999999998,-0.2631578947368409,0.7,-0.052631578947368585,0.8350877192982455
frozenset({'vertigo'}),"frozenset({'muscle_weakness', 'dizziness', 'back_pain'})",0.95,0.75,0.7,0.7368421052631579,0.9824561403508771,1.0,-0.012499999999999956,0.9499999999999998,-0.2631578947368409,0.7,-0.052631578947368585,0.8350877192982455
frozenset({'dizziness'}),"frozenset({'muscle_weakness', 'vertigo', 'back_pain'})",0.95,0.75,0.7,0.7368421052631579,0.9824561403508771,1.0,-0.012499999999999956,0.9499999999999998,-0.2631578947368409,0.7,-0.052631578947368585,0.8350877192982455
frozenset({'vertigo'}),"frozenset({'muscle_weakness', 'back_pain', 'neck_pain'})",0.95,0.75,0.7,0.7368421052631579,0.9824561403508771,1.0,-0.012499999999999956,0.9499999999999998,-0.2631578947368409,0.7,-0.052631578947368585,0.8350877192982455
frozenset({'neck_pain'}),"frozenset({'muscle_weakness', 'vertigo', 'back_pain'})",0.95,0.75,0.7,0.7368421052631579,0.9824561403508771,1.0,-0.012499999999999956,0.9499999999999998,-0.2631578947368409,0.7,-0.052631578947368585,0.8350877192982455
"frozenset({'dizziness', 'back_pain'})",frozenset({'muscle_weakness'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'dizziness', 'muscle_weakness'})",frozenset({'back_pain'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'back_pain', 'neck_pain'})",frozenset({'muscle_weakness'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'muscle_weakness', 'neck_pain'})",frozenset({'back_pain'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'vertigo', 'back_pain'})",frozenset({'muscle_weakness'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'vertigo', 'muscle_weakness'})",frozenset({'back_pain'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'vertigo', 'dizziness', 'neck_pain'})",frozenset({'back_pain'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'vertigo', 'back_pain'})","frozenset({'dizziness', 'neck_pain'})",0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'dizziness', 'back_pain'})","frozenset({'vertigo', 'neck_pain'})",0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'back_pain', 'neck_pain'})","frozenset({'vertigo', 'dizziness'})",0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'vertigo', 'dizziness', 'neck_pain'})",frozenset({'muscle_weakness'}),0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'vertigo', 'muscle_weakness'})","frozenset({'dizziness', 'neck_pain'})",0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'dizziness', 'muscle_weakness'})","frozenset({'vertigo', 'neck_pain'})",0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
"frozenset({'muscle_weakness', 'neck_pain'})","frozenset({'vertigo', 'dizziness'})",0.85,0.9,0.75,0.8823529411764706,0.9803921568627451,1.0,-0.015000000000000013,0.8499999999999996,-0.11764705882352951,0.75,-0.17647058823529463,0.8578431372549019
frozenset({'back_pain'}),"frozenset({'dizziness', 'muscle_weakness'})",0.9,0.85,0.75,0.8333333333333333,0.9803921568627451,1.0,-0.015000000000000013,0.8999999999999997,-0.16666666666666685,0.75,-0.11111111111111144,0.8578431372549019
frozenset({'muscle_weakness'}),"frozenset({'dizziness', 'back_pain'})",0.9,0.85,0.75,0.8333333333333333,0.9803921568627451,1.0,-0.015000000000000013,0.8999999999999997,-0.16666666666666685,0.75,-0.11111111111111144,0.8578431372549019
frozenset({'back_pain'}),"frozenset({'muscle_weakness', 'neck_pain'})",0.9,0.85,0.75,0.8333333333333333,0.9803921568627451,1.0,-0.015000000000000013,0.8999999999999997,-0.16666666666666685,0.75,-0.11111111111111144,0.8578431372549019
frozenset({'muscle_weakness'}),"frozenset({'back_pain', 'neck_pain'})",0.9,0.85,0.75,0.8333333333333333,0.9803921568627451,1.0,-0.015000000000000013,0.8999999999999997,-0.16666666666666685,0.75,-0.11111111111111144,0.8578431372549019
frozenset({'back_pain'}),"frozenset({'vertigo', 'muscle_weakness'})",0.9,0.85,0.75,0.8333333333333333,0.9803921568627451,1.0,-0.015000000000000013,0.8999999999999997,-0.16666666666666685,0.75,-0.11111111111111144,0.8578431372549019
frozenset({'muscle_weakness'}),"frozenset({'vertigo', 'back_pain'})",0.9,0.85,0.75,0.8333333333333333,0.9803921568627451,1.0,-0.015000000000000013,0.8999999999999997,-0.16666666666666685,0.75,-0.11111111111111144,0.8578431372549019
