support,itemsets,length
0.024390243902439025,frozenset({'rusty_sputum'}),1
0.046341463414634146,frozenset({'skin_peeling'}),1
0.16341463414634147,frozenset({'skin_rash'}),1
0.024390243902439025,frozenset({'slurred_speech'}),1
0.045121951219512194,frozenset({'sneezing'}),1
0.0475609756097561,frozenset({'stiffness'}),1
0.0475609756097561,frozenset({'stomach_bleeding'}),1
0.1378048780487805,frozenset({'sweating'}),1
0.046341463414634146,frozenset({'swelling_joints'}),1
0.07073170731707316,frozenset({'swollen_lymph_nodes'}),1
0.046341463414634146,frozenset({'throat_irritation'}),1
0.04878048780487805,frozenset({'urinary_discomfort'}),1
0.024390243902439025,frozenset({'urinary_frequency'}),1
0.024390243902439025,frozenset({'varicose_veins'}),1
0.07073170731707316,frozenset({'vertigo'}),1
0.07073170731707316,frozenset({'visual_disturbances'}),1
0.38902439024390245,frozenset({'vomiting'}),1
0.02195121951219512,frozenset({'weakness_of_one_body_side'}),1
0.023170731707317073,frozenset({'weight_gain'}),1
0.09268292682926829,frozenset({'weight_loss'}),1
0.023170731707317073,frozenset({'yellow_crust_ooze'}),1
0.023170731707317073,"frozenset({'(vertigo) Paroymsal  Positional Vertigo', 'headache'})",2
0.023170731707317073,"frozenset({'nausea', '(vertigo) Paroymsal  Positional Vertigo'})",2
0.024390243902439025,"frozenset({'(vertigo) Paroymsal  Positional Vertigo', 'vertigo'})",2
0.023170731707317073,"frozenset({'(vertigo) Paroymsal  Positional Vertigo', 'vomiting'})",2
0.02195121951219512,"frozenset({'AIDS', 'extra_marital_contacts'})",2
0.023170731707317073,"frozenset({'fever', 'AIDS'})",2
0.02195121951219512,"frozenset({'AIDS', 'muscle_wasting'})",2
0.02195121951219512,"frozenset({'AIDS', 'throat_irritation'})",2
0.024390243902439025,"frozenset({'Acne', 'acne'})",2
0.02195121951219512,"frozenset({'skin_peeling', 'Acne'})",2
0.023170731707317073,"frozenset({'Acne', 'skin_rash'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'Alcoholic hepatitis'})",2
0.023170731707317073,"frozenset({'Alcoholic hepatitis', 'abdominal_swelling'})",2
0.023170731707317073,"frozenset({'Alcoholic hepatitis', 'bloating'})",2
0.023170731707317073,"frozenset({'Alcoholic hepatitis', 'edema'})",2
0.023170731707317073,"frozenset({'Alcoholic hepatitis', 'history_of_alcohol_consumption'})",2
0.023170731707317073,"frozenset({'Alcoholic hepatitis', 'jaundice'})",2
0.023170731707317073,"frozenset({'Alcoholic hepatitis', 'vomiting'})",2
0.024390243902439025,"frozenset({'chills', 'Allergy'})",2
0.02195121951219512,"frozenset({'eye_irritation', 'Allergy'})",2
0.02195121951219512,"frozenset({'sneezing', 'Allergy'})",2
0.023170731707317073,"frozenset({'Arthritis', 'joint_pain'})",2
0.023170731707317073,"frozenset({'Arthritis', 'muscle_weakness'})",2
0.024390243902439025,"frozenset({'Arthritis', 'stiffness'})",2
0.023170731707317073,"frozenset({'Arthritis', 'swelling_joints'})",2
0.023170731707317073,"frozenset({'Bronchial Asthma', 'breathlessness'})",2
0.02195121951219512,"frozenset({'Bronchial Asthma', 'cough'})",2
0.023170731707317073,"frozenset({'Bronchial Asthma', 'family_history'})",2
0.02195121951219512,"frozenset({'fatigue', 'Bronchial Asthma'})",2
0.023170731707317073,"frozenset({'fever', 'Bronchial Asthma'})",2
0.023170731707317073,"frozenset({'Bronchial Asthma', 'phlegm'})",2
0.02195121951219512,"frozenset({'back_pain', 'Cervical spondylosis'})",2
0.023170731707317073,"frozenset({'dizziness', 'Cervical spondylosis'})",2
0.02195121951219512,"frozenset({'Cervical spondylosis', 'muscle_weakness'})",2
0.023170731707317073,"frozenset({'neck_pain', 'Cervical spondylosis'})",2
0.023170731707317073,"frozenset({'Cervical spondylosis', 'vertigo'})",2
0.024390243902439025,"frozenset({'Chicken pox', 'fatigue'})",2
0.024390243902439025,"frozenset({'Chicken pox', 'fever'})",2
0.023170731707317073,"frozenset({'Chicken pox', 'headache'})",2
0.023170731707317073,"frozenset({'Chicken pox', 'itching'})",2
0.023170731707317073,"frozenset({'Chicken pox', 'loss_of_appetite'})",2
0.024390243902439025,"frozenset({'Chicken pox', 'skin_rash'})",2
0.023170731707317073,"frozenset({'Chicken pox', 'swollen_lymph_nodes'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'Chronic cholestasis'})",2
0.023170731707317073,"frozenset({'itching', 'Chronic cholestasis'})",2
0.024390243902439025,"frozenset({'jaundice', 'Chronic cholestasis'})",2
0.023170731707317073,"frozenset({'loss_of_appetite', 'Chronic cholestasis'})",2
0.023170731707317073,"frozenset({'nausea', 'Chronic cholestasis'})",2
0.023170731707317073,"frozenset({'Chronic cholestasis', 'vomiting'})",2
0.024390243902439025,"frozenset({'chest_pain', 'Common Cold'})",2
0.023170731707317073,"frozenset({'chills', 'Common Cold'})",2
0.023170731707317073,"frozenset({'cough', 'Common Cold'})",2
0.024390243902439025,"frozenset({'eye_irritation', 'Common Cold'})",2
0.024390243902439025,"frozenset({'fatigue', 'Common Cold'})",2
0.023170731707317073,"frozenset({'fever', 'Common Cold'})",2
0.023170731707317073,"frozenset({'headache', 'Common Cold'})",2
0.024390243902439025,"frozenset({'loss_of_smell', 'Common Cold'})",2
0.024390243902439025,"frozenset({'muscle_pain', 'Common Cold'})",2
0.024390243902439025,"frozenset({'nasal_congestion', 'Common Cold'})",2
0.024390243902439025,"frozenset({'phlegm', 'Common Cold'})",2
0.024390243902439025,"frozenset({'runny_nose', 'Common Cold'})",2
0.023170731707317073,"frozenset({'sneezing', 'Common Cold'})",2
0.023170731707317073,"frozenset({'swollen_lymph_nodes', 'Common Cold'})",2
0.024390243902439025,"frozenset({'throat_irritation', 'Common Cold'})",2
0.024390243902439025,"frozenset({'Dengue', 'back_pain'})",2
0.023170731707317073,"frozenset({'Dengue', 'chills'})",2
0.024390243902439025,"frozenset({'fatigue', 'Dengue'})",2
0.023170731707317073,"frozenset({'fever', 'Dengue'})",2
0.024390243902439025,"frozenset({'Dengue', 'headache'})",2
0.023170731707317073,"frozenset({'Dengue', 'joint_pain'})",2
0.024390243902439025,"frozenset({'Dengue', 'loss_of_appetite'})",2
0.023170731707317073,"frozenset({'Dengue', 'muscle_pain'})",2
0.024390243902439025,"frozenset({'Dengue', 'nausea'})",2
0.024390243902439025,"frozenset({'Dengue', 'pain_behind_the_eyes'})",2
0.024390243902439025,"frozenset({'Dengue', 'skin_rash'})",2
0.023170731707317073,"frozenset({'Dengue', 'vomiting'})",2
0.024390243902439025,"frozenset({'Diabetes', 'excessive_hunger'})",2
0.024390243902439025,"frozenset({'fatigue', 'Diabetes'})",2
0.023170731707317073,"frozenset({'Diabetes', 'irregular_sugar_level'})",2
0.023170731707317073,"frozenset({'Diabetes', 'obesity'})",2
0.023170731707317073,"frozenset({'Diabetes', 'restlessness'})",2
0.024390243902439025,"frozenset({'Diabetes', 'urinary_frequency'})",2
0.023170731707317073,"frozenset({'Diabetes', 'visual_disturbances'})",2
0.023170731707317073,"frozenset({'weight_loss', 'Diabetes'})",2
0.024390243902439025,"frozenset({'Dimorphic hemmorhoids(piles)', 'anal_pain'})",2
0.023170731707317073,"frozenset({'constipation', 'Dimorphic hemmorhoids(piles)'})",2
0.023170731707317073,"frozenset({'Dimorphic hemmorhoids(piles)', 'irritation_in_anus'})",2
0.023170731707317073,"frozenset({'stomach_bleeding', 'Dimorphic hemmorhoids(piles)'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'Drug Reaction'})",2
0.023170731707317073,"frozenset({'itching', 'Drug Reaction'})",2
0.02195121951219512,"frozenset({'Drug Reaction', 'skin_rash'})",2
0.024390243902439025,"frozenset({'Drug Reaction', 'urinary_discomfort'})",2
0.02195121951219512,"frozenset({'dischromic_patches', 'Fungal infection'})",2
0.02195121951219512,"frozenset({'itching', 'Fungal infection'})",2
0.02195121951219512,"frozenset({'Fungal infection', 'nodal_skin_eruptions'})",2
0.02195121951219512,"frozenset({'Fungal infection', 'skin_rash'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'GERD'})",2
0.023170731707317073,"frozenset({'chest_pain', 'GERD'})",2
0.023170731707317073,"frozenset({'GERD', 'cough'})",2
0.02195121951219512,"frozenset({'indigestion', 'GERD'})",2
0.02195121951219512,"frozenset({'mouth_ulcers', 'GERD'})",2
0.02195121951219512,"frozenset({'GERD', 'vomiting'})",2
0.024390243902439025,"frozenset({'dehydration', 'Gastroenteritis'})",2
0.023170731707317073,"frozenset({'Gastroenteritis', 'diarrhoea'})",2
0.02195121951219512,"frozenset({'vomiting', 'Gastroenteritis'})",2
0.02195121951219512,"frozenset({'Heart attack', 'breathlessness'})",2
0.023170731707317073,"frozenset({'Heart attack', 'chest_pain'})",2
0.02195121951219512,"frozenset({'sweating', 'Heart attack'})",2
0.02195121951219512,"frozenset({'Heart attack', 'vomiting'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'Hepatitis B'})",2
0.024390243902439025,"frozenset({'fatigue', 'Hepatitis B'})",2
0.023170731707317073,"frozenset({'itching', 'Hepatitis B'})",2
0.024390243902439025,"frozenset({'jaundice', 'Hepatitis B'})",2
0.023170731707317073,"frozenset({'loss_of_appetite', 'Hepatitis B'})",2
0.024390243902439025,"frozenset({'receiving_blood_transfusion', 'Hepatitis B'})",2
0.024390243902439025,"frozenset({'receiving_unsterile_injections', 'Hepatitis B'})",2
0.023170731707317073,"frozenset({'Hepatitis C', 'family_history'})",2
0.023170731707317073,"frozenset({'fatigue', 'Hepatitis C'})",2
0.024390243902439025,"frozenset({'Hepatitis C', 'jaundice'})",2
0.023170731707317073,"frozenset({'Hepatitis C', 'loss_of_appetite'})",2
0.023170731707317073,"frozenset({'Hepatitis C', 'nausea'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'Hepatitis D'})",2
0.023170731707317073,"frozenset({'fatigue', 'Hepatitis D'})",2
0.024390243902439025,"frozenset({'jaundice', 'Hepatitis D'})",2
0.023170731707317073,"frozenset({'Hepatitis D', 'joint_pain'})",2
0.023170731707317073,"frozenset({'loss_of_appetite', 'Hepatitis D'})",2
0.023170731707317073,"frozenset({'Hepatitis D', 'nausea'})",2
0.023170731707317073,"frozenset({'Hepatitis D', 'vomiting'})",2
0.024390243902439025,"frozenset({'abdominal_pain', 'Hepatitis E'})",2
0.023170731707317073,"frozenset({'acute_liver_failure', 'Hepatitis E'})",2
0.024390243902439025,"frozenset({'coma', 'Hepatitis E'})",2
0.023170731707317073,"frozenset({'fatigue', 'Hepatitis E'})",2
0.023170731707317073,"frozenset({'fever', 'Hepatitis E'})",2
0.024390243902439025,"frozenset({'jaundice', 'Hepatitis E'})",2
0.023170731707317073,"frozenset({'Hepatitis E', 'joint_pain'})",2
0.024390243902439025,"frozenset({'loss_of_appetite', 'Hepatitis E'})",2
0.023170731707317073,"frozenset({'nausea', 'Hepatitis E'})",2
0.024390243902439025,"frozenset({'stomach_bleeding', 'Hepatitis E'})",2
0.023170731707317073,"frozenset({'Hepatitis E', 'vomiting'})",2
0.02195121951219512,"frozenset({'chest_pain', 'Hypertension'})",2
0.02195121951219512,"frozenset({'Hypertension', 'dizziness'})",2
0.02195121951219512,"frozenset({'Hypertension', 'headache'})",2
0.023170731707317073,"frozenset({'Hypertension', 'lack_of_concentration'})",2
0.023170731707317073,"frozenset({'Hypertension', 'vertigo'})",2
0.024390243902439025,"frozenset({'abnormal_menstruation', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'Hyperthyroidism', 'diarrhoea'})",2
0.023170731707317073,"frozenset({'excessive_hunger', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'fatigue', 'Hyperthyroidism'})",2
0.024390243902439025,"frozenset({'irritability', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'mood_swings', 'Hyperthyroidism'})",2
0.024390243902439025,"frozenset({'Hyperthyroidism', 'muscle_weakness'})",2
0.023170731707317073,"frozenset({'palpitations', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'restlessness', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'sweating', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'weight_loss', 'Hyperthyroidism'})",2
0.023170731707317073,"frozenset({'anxiety', 'Hypoglycemia'})",2
0.023170731707317073,"frozenset({'Hypoglycemia', 'dry_lips'})",2
0.024390243902439025,"frozenset({'excessive_hunger', 'Hypoglycemia'})",2
0.023170731707317073,"frozenset({'fatigue', 'Hypoglycemia'})",2
0.023170731707317073,"frozenset({'headache', 'Hypoglycemia'})",2
0.024390243902439025,"frozenset({'irritability', 'Hypoglycemia'})",2
0.023170731707317073,"frozenset({'nausea', 'Hypoglycemia'})",2
0.024390243902439025,"frozenset({'palpitations', 'Hypoglycemia'})",2
0.024390243902439025,"frozenset({'slurred_speech', 'Hypoglycemia'})",2
0.023170731707317073,"frozenset({'sweating', 'Hypoglycemia'})",2
0.023170731707317073,"frozenset({'Hypoglycemia', 'visual_disturbances'})",2
0.023170731707317073,"frozenset({'vomiting', 'Hypoglycemia'})",2
0.024390243902439025,"frozenset({'abnormal_menstruation', 'Hypothyroidism'})",2
0.023170731707317073,"frozenset({'cold_extremities', 'Hypothyroidism'})",2
0.024390243902439025,"frozenset({'depression', 'Hypothyroidism'})",2
0.023170731707317073,"frozenset({'dizziness', 'Hypothyroidism'})",2
0.024390243902439025,"frozenset({'edema', 'Hypothyroidism'})",2
0.024390243902439025,"frozenset({'enlarged_thyroid', 'Hypothyroidism'})",2
0.024390243902439025,"frozenset({'fatigue', 'Hypothyroidism'})",2
0.024390243902439025,"frozenset({'irritability', 'Hypothyroidism'})",2
0.023170731707317073,"frozenset({'mood_swings', 'Hypothyroidism'})",2
0.024390243902439025,"frozenset({'nail_abnormalities', 'Hypothyroidism'})",2
0.023170731707317073,"frozenset({'weight_gain', 'Hypothyroidism'})",2
0.023170731707317073,"frozenset({'Impetigo', 'acne'})",2
0.020731707317073172,"frozenset({'fever', 'Impetigo'})",2
0.024390243902439025,"frozenset({'Impetigo', 'skin_rash'})",2
0.023170731707317073,"frozenset({'yellow_crust_ooze', 'Impetigo'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'Jaundice'})",2
0.023170731707317073,"frozenset({'fatigue', 'Jaundice'})",2
0.023170731707317073,"frozenset({'fever', 'Jaundice'})",2
0.023170731707317073,"frozenset({'Jaundice', 'itching'})",2
0.024390243902439025,"frozenset({'jaundice', 'Jaundice'})",2
0.023170731707317073,"frozenset({'Jaundice', 'vomiting'})",2
0.023170731707317073,"frozenset({'weight_loss', 'Jaundice'})",2
0.023170731707317073,"frozenset({'Malaria', 'chills'})",2
0.02195121951219512,"frozenset({'Malaria', 'diarrhoea'})",2
0.023170731707317073,"frozenset({'fever', 'Malaria'})",2
0.023170731707317073,"frozenset({'Malaria', 'headache'})",2
0.024390243902439025,"frozenset({'Malaria', 'muscle_pain'})",2
0.023170731707317073,"frozenset({'Malaria', 'nausea'})",2
0.023170731707317073,"frozenset({'sweating', 'Malaria'})",2
0.023170731707317073,"frozenset({'Malaria', 'vomiting'})",2
0.023170731707317073,"frozenset({'Migraine', 'depression'})",2
0.023170731707317073,"frozenset({'Migraine', 'excessive_hunger'})",2
0.023170731707317073,"frozenset({'Migraine', 'headache'})",2
0.024390243902439025,"frozenset({'Migraine', 'indigestion'})",2
0.023170731707317073,"frozenset({'Migraine', 'irritability'})",2
0.023170731707317073,"frozenset({'Migraine', 'stiffness'})",2
0.024390243902439025,"frozenset({'Migraine', 'visual_disturbances'})",2
0.024390243902439025,"frozenset({'Osteoarthristis', 'joint_pain'})",2
0.023170731707317073,"frozenset({'neck_pain', 'Osteoarthristis'})",2
0.023170731707317073,"frozenset({'Osteoarthristis', 'swelling_joints'})",2
0.023170731707317073,"frozenset({'Paralysis (brain hemorrhage)', 'altered_sensorium'})",2
0.02195121951219512,"frozenset({'Paralysis (brain hemorrhage)', 'headache'})",2
0.02195121951219512,"frozenset({'Paralysis (brain hemorrhage)', 'vomiting'})",2
0.02195121951219512,"frozenset({'weakness_of_one_body_side', 'Paralysis (brain hemorrhage)'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'Peptic ulcer diseae'})",2
0.023170731707317073,"frozenset({'bloating', 'Peptic ulcer diseae'})",2
0.02195121951219512,"frozenset({'indigestion', 'Peptic ulcer diseae'})",2
0.023170731707317073,"frozenset({'itching', 'Peptic ulcer diseae'})",2
0.02195121951219512,"frozenset({'loss_of_appetite', 'Peptic ulcer diseae'})",2
0.023170731707317073,"frozenset({'vomiting', 'Peptic ulcer diseae'})",2
0.023170731707317073,"frozenset({'Pneumonia', 'breathlessness'})",2
0.024390243902439025,"frozenset({'Pneumonia', 'chest_pain'})",2
0.023170731707317073,"frozenset({'Pneumonia', 'chills'})",2
0.023170731707317073,"frozenset({'Pneumonia', 'cough'})",2
0.024390243902439025,"frozenset({'fatigue', 'Pneumonia'})",2
0.023170731707317073,"frozenset({'fever', 'Pneumonia'})",2
0.024390243902439025,"frozenset({'Pneumonia', 'palpitations'})",2
0.024390243902439025,"frozenset({'Pneumonia', 'phlegm'})",2
0.023170731707317073,"frozenset({'sweating', 'Pneumonia'})",2
0.023170731707317073,"frozenset({'Psoriasis', 'joint_pain'})",2
0.024390243902439025,"frozenset({'nail_abnormalities', 'Psoriasis'})",2
0.024390243902439025,"frozenset({'skin_peeling', 'Psoriasis'})",2
0.023170731707317073,"frozenset({'Psoriasis', 'skin_rash'})",2
0.023170731707317073,"frozenset({'breathlessness', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'chest_pain', 'Tuberculosis'})",2
0.023170731707317073,"frozenset({'Tuberculosis', 'chills'})",2
0.023170731707317073,"frozenset({'Tuberculosis', 'cough'})",2
0.024390243902439025,"frozenset({'fatigue', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'fever', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'jaundice', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'loss_of_appetite', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'Tuberculosis', 'phlegm'})",2
0.024390243902439025,"frozenset({'rusty_sputum', 'Tuberculosis'})",2
0.023170731707317073,"frozenset({'sweating', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'Tuberculosis', 'swollen_lymph_nodes'})",2
0.023170731707317073,"frozenset({'Tuberculosis', 'vomiting'})",2
0.023170731707317073,"frozenset({'weight_loss', 'Tuberculosis'})",2
0.024390243902439025,"frozenset({'abdominal_pain', 'Typhoid'})",2
0.024390243902439025,"frozenset({'chills', 'Typhoid'})",2
0.023170731707317073,"frozenset({'constipation', 'Typhoid'})",2
0.023170731707317073,"frozenset({'Typhoid', 'diarrhoea'})",2
0.024390243902439025,"frozenset({'fatigue', 'Typhoid'})",2
0.024390243902439025,"frozenset({'fever', 'Typhoid'})",2
0.023170731707317073,"frozenset({'Typhoid', 'headache'})",2
0.023170731707317073,"frozenset({'nausea', 'Typhoid'})",2
0.023170731707317073,"frozenset({'Typhoid', 'vomiting'})",2
0.023170731707317073,"frozenset({'bladder_discomfort', 'Urinary tract infection'})",2
0.024390243902439025,"frozenset({'Urinary tract infection', 'urinary_discomfort'})",2
0.023170731707317073,"frozenset({'Varicose veins', 'bruising'})",2
0.023170731707317073,"frozenset({'Varicose veins', 'cramps'})",2
0.023170731707317073,"frozenset({'Varicose veins', 'edema'})",2
0.023170731707317073,"frozenset({'fatigue', 'Varicose veins'})",2
0.023170731707317073,"frozenset({'Varicose veins', 'obesity'})",2
0.024390243902439025,"frozenset({'Varicose veins', 'varicose_veins'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'abdominal_swelling'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'acute_liver_failure'})",2
0.04390243902439024,"frozenset({'abdominal_pain', 'bloating'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'chest_pain'})",2
0.024390243902439025,"frozenset({'abdominal_pain', 'chills'})",2
0.024390243902439025,"frozenset({'abdominal_pain', 'coma'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'constipation'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'cough'})",2
0.045121951219512194,"frozenset({'abdominal_pain', 'diarrhoea'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'edema'})",2
0.11463414634146342,"frozenset({'abdominal_pain', 'fatigue'})",2
0.09268292682926829,"frozenset({'abdominal_pain', 'fever'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'headache'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'hepatitis A'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'history_of_alcohol_consumption'})",2
0.041463414634146344,"frozenset({'abdominal_pain', 'indigestion'})",2
0.10853658536585366,"frozenset({'abdominal_pain', 'itching'})",2
0.16219512195121952,"frozenset({'abdominal_pain', 'jaundice'})",2
0.06707317073170732,"frozenset({'abdominal_pain', 'joint_pain'})",2
0.1329268292682927,"frozenset({'abdominal_pain', 'loss_of_appetite'})",2
0.020731707317073172,"frozenset({'abdominal_pain', 'mouth_ulcers'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'muscle_pain'})",2
0.11219512195121951,"frozenset({'abdominal_pain', 'nausea'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'receiving_blood_transfusion'})",2
0.023170731707317073,"frozenset({'abdominal_pain', 'receiving_unsterile_injections'})",2
0.01951219512195122,"frozenset({'abdominal_pain', 'skin_rash'})",2
0.024390243902439025,"frozenset({'abdominal_pain', 'stomach_bleeding'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'urinary_discomfort'})",2
0.19878048780487806,"frozenset({'abdominal_pain', 'vomiting'})",2
0.02195121951219512,"frozenset({'abdominal_pain', 'weight_loss'})",2
0.02195121951219512,"frozenset({'abdominal_swelling', 'bloating'})",2
0.02195121951219512,"frozenset({'abdominal_swelling', 'edema'})",2
0.02195121951219512,"frozenset({'abdominal_swelling', 'history_of_alcohol_consumption'})",2
0.02195121951219512,"frozenset({'abdominal_swelling', 'jaundice'})",2
0.02195121951219512,"frozenset({'abdominal_swelling', 'vomiting'})",2
0.023170731707317073,"frozenset({'abnormal_menstruation', 'cold_extremities'})",2
0.024390243902439025,"frozenset({'abnormal_menstruation', 'depression'})",2
