antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'depression', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'depression'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'depression'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'headache'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'headache'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'stiffness'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'stiffness'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'headache', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'headache'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'headache'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'excessive_hunger', 'depression'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'excessive_hunger', 'depression'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'depression'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'headache', 'depression'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'headache', 'depression'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'headache', 'depression'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'depression', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'depression', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'stiffness', 'depression'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'stiffness', 'depression'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'depression'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'excessive_hunger', 'headache'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'excessive_hunger', 'headache'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'headache'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'excessive_hunger', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'excessive_hunger', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'excessive_hunger', 'stiffness'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'excessive_hunger', 'stiffness'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'stiffness'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'headache', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'headache', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'stiffness', 'headache'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'stiffness', 'headache'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'headache'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'visual_disturbances', 'stiffness', 'irritability'})",frozenset({'indigestion'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'indigestion', 'stiffness', 'irritability'})",frozenset({'visual_disturbances'}),0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'stiffness', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.9,1.0,0.9,1.0,1.0,1.0,0.0,inf,0.0,0.9000000000000001,0.0,0.95
"frozenset({'excessive_hunger', 'headache', 'depression'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'headache', 'depression'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'depression', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'depression'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'depression'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'headache', 'depression', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'headache', 'depression'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'headache', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'headache', 'depression'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'depression', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'headache', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'headache'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'headache'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'headache', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'excessive_hunger', 'headache', 'depression'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'excessive_hunger', 'headache', 'depression'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'headache', 'depression'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'excessive_hunger', 'depression', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'excessive_hunger', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'depression', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'excessive_hunger', 'stiffness', 'depression'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'excessive_hunger', 'stiffness', 'depression'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'depression'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'headache', 'depression', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'headache', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'headache', 'depression', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'stiffness', 'headache', 'depression'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'stiffness', 'headache', 'depression'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'headache', 'depression'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'stiffness', 'depression', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'stiffness', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'depression', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'excessive_hunger', 'headache', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'excessive_hunger', 'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'headache', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'excessive_hunger', 'stiffness', 'headache'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'excessive_hunger', 'stiffness', 'headache'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'headache'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'excessive_hunger', 'stiffness', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'excessive_hunger', 'stiffness', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'stiffness', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'visual_disturbances', 'stiffness', 'headache', 'irritability'})",frozenset({'indigestion'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'indigestion', 'stiffness', 'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'stiffness', 'headache', 'irritability'})","frozenset({'visual_disturbances', 'indigestion'})",0.85,1.0,0.85,1.0,1.0,1.0,0.0,inf,0.0,0.85,0.0,0.925
"frozenset({'excessive_hunger', 'headache', 'depression', 'irritability'})",frozenset({'indigestion'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'stiffness', 'headache', 'depression'})",frozenset({'indigestion'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'headache', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'stiffness', 'headache', 'depression'})",frozenset({'visual_disturbances'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'stiffness', 'depression', 'irritability'})",frozenset({'indigestion'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'stiffness', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'stiffness', 'headache', 'depression', 'irritability'})",frozenset({'indigestion'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'stiffness', 'headache', 'depression', 'irritability'})",frozenset({'visual_disturbances'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'stiffness', 'headache', 'irritability'})",frozenset({'indigestion'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
"frozenset({'excessive_hunger', 'stiffness', 'headache', 'irritability'})",frozenset({'visual_disturbances'}),0.8,1.0,0.8,1.0,1.0,1.0,0.0,inf,0.0,0.8,0.0,0.9
frozenset({'indigestion'}),frozenset({'depression'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),frozenset({'depression'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),frozenset({'excessive_hunger'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),frozenset({'excessive_hunger'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),frozenset({'headache'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),frozenset({'headache'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),frozenset({'irritability'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),frozenset({'stiffness'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),frozenset({'irritability'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),frozenset({'stiffness'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
"frozenset({'visual_disturbances', 'indigestion'})",frozenset({'depression'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),"frozenset({'indigestion', 'depression'})",1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),"frozenset({'visual_disturbances', 'depression'})",1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
"frozenset({'visual_disturbances', 'indigestion'})",frozenset({'excessive_hunger'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),"frozenset({'indigestion', 'excessive_hunger'})",1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),"frozenset({'visual_disturbances', 'excessive_hunger'})",1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
"frozenset({'visual_disturbances', 'indigestion'})",frozenset({'headache'}),1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'visual_disturbances'}),"frozenset({'indigestion', 'headache'})",1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
frozenset({'indigestion'}),"frozenset({'visual_disturbances', 'headache'})",1.0,0.95,0.95,0.95,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.975
